Released Date,Movie,Worldwide,India Telugu Net,India Gross,Overseas,Budget,Verdict,Genres,Industry,Original Languages,Dubbed Languages,Status,Region,India Malayalam Net,India Hindi Net,India Gujarati Net,India Marathi Net,India Bengali Net
12 Jul,Hemanter Aparanha,0.04,,0.04,-,1,None,"Drama, Mystery",Bengali,Bengali,"Telugu, Hindi, Malayalam, Marathi, Gujarati",Released,Eastern India,,,,,0.04
05 Jul,Donto Rohoshyo,0,,0,-,1,None,"Drama, Mystery",Bengali,Bengali,"Telugu, Hindi, Malayalam, Marathi, Gujarati",Released,Eastern India,,,,,0
05 Jul,Toofan,0.38,,0.38,-,1,None,"Drama, Mystery",Bengali,Bengali,"Telugu, Hindi, Malayalam, Marathi, Gujarati",Released,Eastern India,,,,,0.38
05 Jul,Doaansh,0,,0,-,1,None,"Drama, Mystery",Bengali,Bengali,"Telugu, Hindi, Malayalam, Marathi, Gujarati",Released,Eastern India,,,,,0
05 Jul,Aranyar Prachin Probad,0.16,,0.16,-,1,None,"Drama, Mystery",Bengali,Bengali,"Telugu, Hindi, Malayalam, Marathi, Gujarati",Released,Eastern India,,,,,0.15
28 Jun,Alexander Er Pisi,0.03,,0.03,-,1,None,"Drama, Mystery",Bengali,Bengali,"Telugu, Hindi, Malayalam, Marathi, Gujarati",Released,Eastern India,,,,,0.03
21 Jun,21.4,0,,0,-,1,None,"Drama, Mystery",Bengali,Bengali,"Telugu, Hindi, Malayalam, Marathi, Gujarati",Released,Eastern India,,,,,0
21 Jun,Nerve - A Saga,0.01,,0.01,-,1,None,"Drama, Mystery",Bengali,Bengali,"Telugu, Hindi, Malayalam, Marathi, Gujarati",Released,Eastern India,,,,,0.01
14 Jun,Antare Bahire,0,,0,-,1,None,"Drama, Mystery",Bengali,Bengali,"Telugu, Hindi, Malayalam, Marathi, Gujarati",Released,Eastern India,,,,,0
14 Jun,Athhoi,0.93,,0.93,-,1,None,"Drama, Mystery",Bengali,Bengali,"Telugu, Hindi, Malayalam, Marathi, Gujarati",Released,Eastern India,,,,,0.86
07 Jun,Aalor Disha,0,,0,-,1,None,"Drama, Mystery",Bengali,Bengali,"Telugu, Hindi, Malayalam, Marathi, Gujarati",Released,Eastern India,,,,,0
07 Jun,Boomerang,1.02,,1.02,-,1,None,"Drama, Mystery",Bengali,Bengali,"Telugu, Hindi, Malayalam, Marathi, Gujarati",Released,Eastern India,,,,,0.92
07 Jun,Ajogyo,2.98,,2.98,-,1,None,"Drama, Mystery",Bengali,Bengali,"Telugu, Hindi, Malayalam, Marathi, Gujarati",Released,Eastern India,,,,,2.69
24 May,Pratidwandy,0,,0,-,1,None,"Drama, Mystery",Bengali,Bengali,"Telugu, Hindi, Malayalam, Marathi, Gujarati",Released,Eastern India,,,,,0
24 May,Khelaghar Bandhte Legechi,0.04,,0.04,-,1,None,"Drama, Mystery",Bengali,Bengali,"Telugu, Hindi, Malayalam, Marathi, Gujarati",Released,Eastern India,,,,,0.04
24 May,Tahader Katha,0.05,,0.05,-,1,None,"Drama, Mystery",Bengali,Bengali,"Telugu, Hindi, Malayalam, Marathi, Gujarati",Released,Eastern India,,,,,0.05
10 May,Chalchitra Ekhon,0.05,,0.05,-,1,None,"Drama, Mystery",Bengali,Bengali,"Telugu, Hindi, Malayalam, Marathi, Gujarati",Released,Eastern India,,,,,0.05
10 May,Nayan Rahasya,1.17,,1.17,-,1,None,"Drama, Mystery",Bengali,Bengali,"Telugu, Hindi, Malayalam, Marathi, Gujarati",Released,Eastern India,,,,,1.05
10 May,Dabaru,0.67,,0.67,-,1,None,"Drama, Mystery",Bengali,Bengali,"Telugu, Hindi, Malayalam, Marathi, Gujarati",Released,Eastern India,,,,,0.6
03 May,Maharaaj,0.01,,0.01,-,1,None,"Drama, Mystery",Bengali,Bengali,"Telugu, Hindi, Malayalam, Marathi, Gujarati",Released,Eastern India,,,,,0.01
03 May,Tento,0.06,,0.06,-,1,None,"Drama, Mystery",Bengali,Bengali,"Telugu, Hindi, Malayalam, Marathi, Gujarati",Released,Eastern India,,,,,0.06
26 Apr,Arokkhoniya,0,,0,-,1,None,"Drama, Mystery",Bengali,Bengali,"Telugu, Hindi, Malayalam, Marathi, Gujarati",Released,Eastern India,,,,,0
26 Apr,Eta Amader Golpo,1.92,,1.92,-,1,None,"Drama, Mystery",Bengali,Bengali,"Telugu, Hindi, Malayalam, Marathi, Gujarati",Released,Eastern India,,,,,1.74
26 Apr,Alaap,0.86,,0.86,-,1,None,"Drama, Mystery",Bengali,Bengali,"Telugu, Hindi, Malayalam, Marathi, Gujarati",Released,Eastern India,,,,,0.78
11 Apr,Mirza,0.57,,0.57,-,1,None,"Drama, Mystery",Bengali,Bengali,"Telugu, Hindi, Malayalam, Marathi, Gujarati",Released,Eastern India,,,,,0.51
